omimatricu;nombrenave;codigo_pais;id_agencia_arribo;codigotiponave;anoconstru;trb;dwt;eslora
9210218;AZAMARA QUEST;MLT;860.005.101-9;110;2000;30277;2700;181
9210220;ADONIA;BMU;860.005.101-9;110;2000;30277;2000;181
9210270;BBC NORDKAP;ATG;800.116.249-8;401;2000;6204;8150;107.72
9210282;BBC NORDLAND;GIB;800.116.249-8;119;2000;6204;7598;102.24
9210294;SUDKAP;ATG;860.532.426-7;119;2000;6170;7734;107.76
9210309;SCM ELPIDA;ATG;860.532.426-7;119;2000;6170;8200;107.75
9210311;BBC NORTHSEA;ATG;800.116.249-8;119;2000;6204;7660;107.78
9210323;ATLANTIC CARRIER;ATG;830.506.584-3;119;2000;6204;7644;107.71
921042;"S.Y. ""LADY ANNABELLE""";GBR;806.013.086-3;516;2000;24.1;0;15.97
9210438;PLATINUM RAY;BHS;830.506.584-3;171;2000;57772;21400;199.98
9210440;CRYSTAL RAY;BHS;806.004.569-0;171;2000;57772;21400;199.98
921077;LA DAMA;GBR;900.342.455-1;516;2000;21.57;4.5;16.6
92110;APE MAIA;HRV;900.025.233-2;516;2000;23.53;1;15.8
9211107;BALSA 72;PAN;835.001.707-2;401;2000;4362;6687;105.5
9211145;NAVIOS APOLLON;PAN;806.004.303-9;401;2000;29499;52068;189.9
9211547;NIN;MLT;800.246.993-7;401;2000;17928;28373;172
9211999;VALBRUNA;ITA;800.256.551-8;200;2000;62569;113424;249.2
9212125;DANAE;GRC;806.004.303-9;401;2000;40622;75106;224.97
9212242;CAPTAIN DIAMANTIS;GRC;860.532.426-7;401;2000;40609;74757;225
9212369;RISANGER;NOR;800.182.535-0;221;2000;28246;46270.9;182.88
9212371;RAVNANGER;NOR;900.180.400-9;221;2000;28246;46337;182.94
9212448;CARIB OCEAN;LBR;860.006.765-3;130;2000;4450;5562;100.58
9212620;BALSA 73;PAN;860.532.426-7;119;2000;4362;6687;105.5
9212694;ELBE;CYP;800.113.951-7;401;2000;40605;75259;224.97
9212709;WESER;CYP;806.004.303-9;401;2000;40605;75323.3;224.97
9212759;HUELVA SPIRIT;ESP;800.256.551-8;200;2000;83724;149990;274
9213105;EMS TRADER;PRT;800.250.763-5;130;2000;25535;33917;199.98
9213117;LEDA TRADER;LBR;800.181.561-8;130;2000;25535;33917;199.96
9213143;NAVIOS HERAKLES;GRC;800.067.129-1;401;2000;29499;52061;189.9
9213284;MARE ARCTICUM;GIB;800.220.366-6;130;2000;40306;52176;260.65
9213313;OVERSEAS FRAN;MHL;900.587.386-1;200;2000;62385;112700;250.17
9213325;OVERSEAS PORTLAND;MHL;800.256.551-8;200;2000;62385;112139;250.17
9213454;PRESTIGE ACE;PAN;860.005.101-9;171;2000;55878;20202;199.94
9213777;SANTA CATHARINA;BHS;890.916.161-9;120;2000;8597;9566;143
9213806;SIRIUS LEADER;SGP;802.008.802-6;171;2000;51496;16451;180
9213935;INDUSTRIAL CHALLENGER;USA;860.532.426-7;119;2000;7252;8057.4;119.8
9213947;INDUSTRIAL CHIEF;USA;860.532.426-7;119;2000;7252;8040.4;119.81
9213959;CHARGER;USA;860.532.426-7;119;2000;7252;7428;119.8
9213961;INDUSTRIAL CHAMP;ATG;860.532.426-7;119;2000;7252;8034;119.85
9214032;BOW ANDINO;MHL;800.116.249-8;221;2000;9208;16121;133
9214068;NAVIOS MAGELLAN;PAN;860.532.426-7;401;2000;39052;74333;224.89
9214161;GOLDEN LYDERHORN;HKG;800.067.129-1;401;2000;38928;74242;225
9214173;CAROLA;ATG;800.067.129-1;119;2000;6382;8650;129.45
9214185;CELINE;CHE;806.004.303-9;119;2000;6382;8600;129.45
9214202;E. R. LONDON;LBR;900.298.043-0;130;2000;66289;67566;277
9214214;E.R. BERLIN;LBR;900.243.764-6;130;2000;66289;67580;277
9214226;E.R. FRANCE;LBR;802.008.802-6;130;2000;66289;67591;277.27
9214238;SAAM TOTONACA;MEX;800.195.272-5;903;2000;332;192.08;29.5
9214252;SEA RACER;PAN;800.067.129-1;401;2000;11194;18320;148.17
9214264;ALTAI;LBR;802.010.775-1;401;2000;11194;18856;148.17
921431;WILD IRIS;GBR;900.025.233-2;516;2000;19.4;0;14.15
9214537;JOP;LBR;835.001.707-2;401;2000;17784;28075;169
9214549;ATLANTIS PRIDE;CYP;802.010.775-1;401;2000;17784;28075;169
9214551;HR INTONATION;LBR;800.116.249-8;119;2000;11130;11872;162.15
9214575;FALSHOEFT;IMN;860.031.615-2;119;2000;8861;12007;134.15
921471;SAFIYA;GBR;900.025.233-2;516;2000;33.62;0;17.51
9214757;RICHARD MAERSK;DNK;900.477.097-6;200;2000;22184;34826;171.2
9214848;SEA PEACE D;MHL;800.067.129-1;401;2000;26084;46786;183.04
9214862;AURORA CHRISTINE;CYP;800.067.129-1;401;2000;26098;467.09;183.04
9214898;A.P. MOLLER;DNK;800.235.053-1;130;2000;92198;110387;346.98
9214903;CAROLINE  MAERSK;DNK;860.005.101-9;130;2000;92198;110381;346.98
9215086;TORM RHONE;DNK;800.256.551-8;200;2000;23740;35769;183
9215115;BLUE MARLIN;LBR;800.182.535-0;200;2000;23682;35970;183
9215141;KAPPAGAS;ATG;800.256.551-8;3;2000;5278;6211;107.86
9215177;JENS MAERSK;DNK;860.005.101-9;130;2000;30166;35097;216.84
9215189;JOHANNES MAERSK;DNK;800.235.053-1;130;2000;30166;35097;216.84
9215490;CARIBBEAN PRINCESS;BMU;806.000.103-4;110;2000;112894;8418;290
921555;ENGLISH SALLY;GBR;900.025.233-2;516;2000;44.24;0;18.5
9215660;CAP SAN NICOLAS;LBR;860.005.101-9;130;2000;40085;51101;257.34
9215672;CAP DOMINGO;MHL;860.005.101-9;130;2000;40085;51087;257.37
9215684;CAP SAN LORENZO;LBR;860.005.101-9;130;2000;40085;51046;257.38
9215696;CAP SAN AUGUSTIN;LBR;860.005.101-9;130;2000;40085;51087;257.37
9215737;MEDI KOBE;PHL;900.149.893-6;401;2000;39126;75924;224.99
9215828;CSAV PAPUDO;LBR;802.008.802-6;130;2000;74310;80551;303.83
9215830;CSAV PETORCA;LBR;802.008.802-6;130;2000;74373;80596;0
9215842;CSAV PIRQUE;LBR;802.008.802-6;130;2000;74373;80494;303.83
9215854;CSAV PORVENIR;LBR;802.008.802-6;130;2000;74373;80550;303.83
9215866;CSAV PUYEHUE;LBR;802.008.802-6;130;2000;74373;80551;303.83
9215878;ANNA SCHULTE;HKG;860.005.101-9;130;2000;26626;34717;210.07
9215880;MAERSK NEWHAVEN;SGP;800.235.053-1;130;2000;26718;34640;210.07
9215892;OCEAN PROMISE;GBR;860.005.101-9;130;2000;26718;34667;210.07
9215907;MAERSK NESTON;HKG;800.235.053-1;130;2000;26718;34643;210.07
9215919;MAERSK NORTHAMPTON;SGP;800.235.053-1;130;2000;26718;34677;210.07
9215933;MAGIC SUN;MHL;800.113.951-7;401;2000;40570;75311;224.97
921600;TOTEM;USA;900.025.233-2;516;2000;20;0;12
9216212;ATLANTIC EAGLE;GRC;819.005.800-1;119;2000;39973;74086;224.91
9216224;MARTO;MHL;900.477.097-6;401;2000;39831;74470;224.9
9216236;OCEAN EAGLE;MHL;800.113.951-7;401;2000;39973;74081.9;224.9
9216418;YONGFENG;HKG;806.004.303-9;401;2000;39873;74099.23;225
921642;PASSPORT;USA;73.072.533;516;2000;19;0;12.8
9216420;YONG TAI;HKG;900.477.097-6;401;2000;39873;74000;225
9216468;NICOS L;GRC;900.477.097-6;401;2000;39958;73193;225
9216509;ATLANTICA;MLT;800.067.129-1;401;2000;28693;50259;189.9
9216547;MARE PACIFIC;MHL;800.256.551-8;200;2000;39085;68467;228.54
9216559;MARE ATLANTIC;MHL;800.256.551-8;200;2000;39085;68467;228.54
9216597;CORNELIA;LBR;860.532.426-7;401;2000;16807;0;0
9216602;DIMITRIOS K;MHL;802.010.775-1;119;2000;16807;24765;175.64
9216688;TAI HEALTH;PAN;806.004.303-9;401;2000;28615;51008;189.99
9216690;PAPAYIANNIS;MHL;800.246.993-7;401;2000;28691;51029;189.99
9216705;MARIA ANGELICOUSSIS;GRC;800.256.551-8;200;2000;153911;306283;332
9216808;STAR DELTA;MHL;860.532.426-7;401;2000;30303;52434;190
9216822;STAR EPSILON;MHL;900.180.400-9;119;2000;30303;52402;189
9216913;ELKA ANGELIQUE;LBR;800.256.551-8;221;2000;27539;44881;183.4
9216963;TMS MARIA;MHL;860.532.426-7;401;2000;30053;52403;189.99
9216987;BUENOS AIRES EXPRESS;LBR;860.006.765-3;130;2000;65059;67968;275
9216999;NAVEGANTES EXPRESS;LBR;860.006.765-3;130;2000;65059;67968;275
9217060;SHI LONG LING;CHN;900.469.304-2;401;2000;22494;34509.7;179.88
9217151;MARMALAITA;ATG;830.506.584-3;119;2000;7406;10603.91;142.69
9217199;NANKI;PAN;800.195.272-5;903;2000;313;218;28.03
9217333;AMAK SWAN;DNK;800.116.249-8;221;2000;4336;6744.4;113.5
921752;PELAGIC;USA;900.504.340-8;516;2000;20;0;11.22
9217644;SPARTIA;GRC;860.532.426-7;401;2000;39783;75115;225
9217656;THALIA;GRC;800.067.129-1;401;2000;39783;75120;225
9217735;JS PHOENIX;KOR;800.067.129-1;401;2000;27986;50244;189.9
9217761;CRASSIER;PAN;860.532.426-7;401;2000;87473;172492;289
9217797;KIBELE;MLT;830.506.584-3;119;2000;7265;12235;115.33
9217888;GREAT MARY;MHL;800.116.249-8;401;2000;19878;32170;171.6
9217917;ARCADIA;MLT;835.001.500-5;401;2000;28693;50362;189.9
9217979;DHT ANN;MHL;800.256.551-8;200;2000;157883;309327;334.59
9218038;ENGLISH BAY;HKG;900.477.097-6;401;2000;19925;33956;177
9218040;CHAMPION BAY;HKG;860.532.426-7;401;2000;19925;32835;177
9218064;TASMAN SEA;HKG;860.532.426-7;401;2000;17433;28456;170
9218076;CAPE NELSON;HKG;860.532.426-7;401;2000;17433;28438;170
92180770;ANNA SMILE;MHL;800.067.129-1;401;2000;40524;74823;225
9218088;CAPE YORK;HKG;802.019.981-3;119;2000;17433;28471;170
9218131;NORWEGIAN SUN;BHS;860.005.101-9;110;2000;78309;7100;258
9218272;TAI  PROFIT;PAN;900.469.304-2;401;2000;38382;73105;225
9218337;CHIOS LEGACY;MHL;800.067.129-1;401;2000;26091;45526;185.74
9218404;FEDERAL SHIMANTO;MHL;860.532.426-7;401;2000;19125;32787;190
9218416;FEDERAL YOSHINO;MHL;900.477.097-6;401;2000;19167;32845;190.43
9218428;OURANIA LUCK;MHL;900.149.893-6;401;2000;39126;75961;224.99
9218650;APL ENGLAND;SGP;800.159.356-2;130;2000;65792;67987;277.25
9218662;APL SCOTLAND;SGP;800.159.356-2;130;2000;65792;67987;277.25
9218674;APL HOLLAND;SGP;800.159.356-2;130;2000;65792;67987;277.25
921877;SAPPHIRE II OF LONDON;GBR;900.025.233-2;516;2000;49.76;0;20.61
9218777;F. FORTUNE;MHL;800.067.129-1;401;2000;86848;173018.2;289
9218789;MARICHRISTINA;MLT;800.067.129-1;401;2000;40121;74540.25;224.9
9218832;SILVER PIONEER;PRK;800.067.129-1;401;2000;87430;172559;289
9219018;WIN WIN;MHL;860.532.426-7;401;2000;84448;170094;289
9219020;BLUEMOON;BHS;800.113.951-7;401;2000;84448;170089;289
9219056;DHT TARGET;MHL;800.067.129-1;200;2000;82250;164626;274.18
9219264;FRIDA MAERSK;DNK;860.532.426-7;221;2000;21517;31686.8;176.51
9219276;FREJA MAERSK;DNK;800.182.535-0;200;2000;21516;31632;176.5
9219331;THE WORLD;BHS;900.087.622-1;110;2000;43188;4558;196.35
9219408;WESTPHALIA;LBR;800.220.366-6;130;2000;35824;42090;220.5
9219795;CARSTEN MAERSK;DNK;800.235.053-1;130;2000;92198;110387;346.98
9219800;CHASTINE MAERSK;DNK;800.235.053-1;130;2000;92198;110387;346.98
922030;MIDNIGHT BREEZE;GBR;900.342.455-1;516;2000;14.8;0;13.1
9220316;JPO AQUARIUS;PRT;860.005.101-9;130;2000;25361;33937;207.4
9220421;EPIC BALTA;SGP;800.256.551-8;5;2000;4807;5076.21;99.93
9220483;ODIGITRIA;MHL;860.532.426-7;401;2000;27011;46509;189.8
9220641;BBC KONAN;LBR;800.116.249-8;145;2000;8831;7172;126.84
9220706;NORDIC KIEL;LBR;800.067.129-1;401;2000;27581;48377;187.3
9220718;MARYLEBONE;GBR;800.067.129-1;401;2000;27581;48377;187.3
9220861;NICOLAS DELMAS;BHS;860.031.615-2;130;2000;26061;30512;195.6
9220885;NEXOE MAERSK;DNK;800.235.053-1;130;2000;27733;30800;198.6
9220897;NYSTED MAERSK;DNK;800.235.053-1;130;2000;27733;30194;198.62
9220976;UBC SAVANNAH;CYP;800.067.129-1;401;2000;19743;31923;171.59
9220988;SEATTLE;CYP;800.067.129-1;401;2000;19743;31921;171.59
9220990;ALPHA ERA;MLT;800.067.129-1;401;2000;87407;170387;289
9221059;HANSA ARENDAL;LBR;800.250.763-5;130;2000;15988;20631;170.16
9221061;HANSA AALESUND;LBR;900.088.812-7;130;2000;15988;20461;170.22
9221085;COSCO HAMBURG;GBR;860.031.615-2;400;2000;65531;69285;280
9221102;COSCO SINGAPORE;GBR;806.004.569-0;130;2000;65531;69196;280
9221114;NAVIOS ACHILLES;GRC;835.001.707-2;401;2000;29499;53443;189.9
9221126;STAR KAPPA;MHL;860.532.426-7;401;2000;29499;52055;189.9
9221190;ELEFTHERIA;GRC;900.149.893-6;401;2000;40832;76099;228.96
9221205;SA ALTIUS;BHS;900.624.883-1;401;2000;87542;171509;288.87
9221279;ZUIDERDAM;NLD;806.000.103-4;110;2000;82820;10965;285.43
9221281;OOSTERDAM;NLD;806.000.103-4;110;2000;82820;10964;285.24
9221360;CS SAVANNAH;BHS;835.001.707-2;401;2000;18050;28685;169.54
9221607;UNITY;CYP;900.469.304-2;401;2000;39035;74133;224.89
9221621;AFRICA GRAECA;CYP;900.624.883-1;401;2000;39035;74133;224.89
9221657;EL JUNIOR PNT;MHL;900.180.400-9;200;2000;39085;68467;228.54
9221683;MAHANADI SPIRIT;BHS;800.256.551-8;200;2000;28539;47037;182.5
9221762;PINA CAFIERO;ITA;800.067.129-1;401;2000;40115;75688;225
9221815;CMA CGM VERLAINE;DEU;860.031.615-2;130;2000;72760;79501;0
9221827;BUXCOAST;DEU;800.249.687-1;130;2000;72760;79559;300
9221839;AGIOS MINA;LBR;860.532.426-7;130;2000;73059;79465;299.95
9221891;NEW HELLAS;GRC;800.256.551-8;200;2000;59827;105816;248
9221970;HS ALCINA;LBR;900.587.386-1;200;2000;83723;160183;274.01
9222106;WESTERMOOR;LBR;800.220.366-6;130;2000;30047;35653;207.95
9222118;CAP BIANCO;CYP;860.005.101-9;130;2000;26582;34627;210.07
9222120;CAP BRETON;SGP;890.916.161-9;130;2000;26582;33871;210
9222132;AMAZON GLADIATOR;GRC;800.256.551-8;200;2000;43075;72910;228.05
9222170;OVERSEAS PETROMAR;MHL;802.010.775-1;221;2000;23740;35768;183
9222211;LALIS;GRC;800.067.129-1;401;2000;30256;51537;190
9222285;CMA CGM BAUDELAIRE;PRT;800.159.356-2;130;2000;73172;77946.9;299.97
9222302;DIAPOROS;LBR;860.006.765-3;130;2000;73157;80238.5;299.95
9222352;BBC ECUADOR;ATG;800.116.249-8;119;2000;5548;6404.5;122.18
9222479;AKILI;CYP;806.004.303-9;401;2000;30053;52301;189.99
9222481;ALMASI;CYP;800.246.993-7;401;2000;30053;52342;189.99
9222508;INCE ATLANTIC;TUR;806.004.303-9;401;2000;25938;45608;185.74
9222510;THOR INDEPENDENCE;SGP;800.067.129-1;401;2000;30303;52407;189.99
9222572;TROGIR;HRV;860.031.615-2;401;2000;25600;44314;183
9222625;HARVEST SUN;MHL;860.532.426-7;401;2000;30447;52224;190
9222649;SEA HALCYONE;MLT;800.182.535-0;221;2000;28553;47087;182.5
9222948;CSK RADIANCE;HKG;800.067.129-1;401;2000;85906;169606;288.97
9222974;SUAPE EXPRESS;LBR;860.006.765-3;130;2000;66058;68196;277.22
9222986;MONTEVIDEO EXPRESS;LBR;860.006.765-3;130;2000;66058;67660;277
9223174;PRETTY LADY;MLT;800.067.129-1;401;2000;28029;50169;189
9223265;PORT RUSSEL;MHL;800.256.551-8;200;2000;24910;34500;170.36
9223318;GENER8 DAPHNE;MHL;800.256.551-8;200;2000;57683;106548;240.5
9223344;PETROPAVLOVSK;LBR;800.182.535-0;200;2000;57683;106532;240.5
9223459;ORSO;ATG;860.006.765-3;119;2000;4028;5250;95.64
9223497;MAGANARI;MLT;800.067.129-1;401;2000;39126;75941;224.99
9223590;BERGE AORAKI;IMN;800.067.129-1;401;2000;87322;149990;289
9223667;MAR DE CORTES;PAN;860.532.426-7;401;2000;7265;12274;115.33
9223722;AMBASSADOR NORRIS;PAN;800.256.551-8;200;2000;27955;45574;179.8
9223813;MONTROSE;CYP;900.261.482-0;401;2000;17944;27028;178.43
9223825;ID MERMAID;HKG;802.010.775-1;401;2000;17944;27105;178.43
9223887;SAFWA;BHS;800.182.535-0;200;2000;159990;303138;333.27
9223899;ATLANTIC  PENDANT;CYP;900.477.097-6;119;2000;12993;17477;143.11
9223904;ATLANTIC PATRIOT;CYP;806.004.303-9;119;2000;12993;17531;143.11
9223916;CHEMBULK SHANGHAI;SGP;802.019.981-3;221;2000;11515;20583;144
9223954;CARNIVAL PRIDE;PAN;800.194.221-5;110;2000;85920;85920;262.6
9223980;PACIFIC TAMARITA;PAN;830.506.584-3;402;2000;30053;52292;189.99
9223992;FERMITA;NOR;860.031.615-2;401;2000;30053;52380;190
9224049;CANBERRA EXPRESS;DEU;860.006.765-3;130;2000;23652;29921.5;188.1
9224051;WELLINGTON EXPRESS;DEU;860.006.765-3;130;2000;23652;29921;188.01
9224099;GEORGIA K;PAN;806.004.303-9;401;2000;15071;25369;159.94
9224130;PAN NAVIGATOR;ATG;901.205.751-2;119;2000;4803;7872;118.55
9224271;GENER8 ORION;MHL;900.587.386-1;200;2000;81310;160288.7;274.2
9224283;NORDIC MOON;MHL;800.256.551-8;200;2000;81310;160305;274.2
9224295;ANTONIS;GRC;800.256.551-8;200;2000;160100;309371.4;333.27
9224300;CSAV LICANTEN;HKG;900.243.764-6;130;2000;39941;50790;260.05
9224312;SEASPAN CHIWAN;HKG;860.006.765-3;130;2000;39941;50488;260
9224324;CSAV LANCO;MHL;830.113.435-7;130;2000;39941;50953;260
9224374;SARA F MCCALL;PAN;800.181.561-8;830;2000;462;1;46
9224439;SCF ALTAI;LBR;900.587.386-1;200;2000;81085;159167;274.48
9224453;SCF KHIBINY;LBR;860.532.426-7;200;2000;81085;159196;274.48
9224465;SCF SAYAN;LBR;860.532.426-7;200;2000;81085;159184;274.48
9224477;ALEXANDRA;GRC;860.532.426-7;401;2000;40172;74756;224.97
9224491;YM GREEN;LBR;900.606.944-4;130;2000;64254;68303;274.69
9224568;ALAM BUDI;MYS;800.182.535-0;200;2000;28539;470.65;182.5
9224570;ALAM BISTARI;MYS;800.256.551-8;200;2000;28539;47065;182.5
9224611;BBC UKRAINE;ATG;800.116.249-8;119;2000;4086;4790;100.69
9224623;BBC SHANGHAI;ATG;800.116.249-8;119;2000;4090;4900;100.6
9224659;CONDOR;MHL;800.246.993-7;401;2000;27986;50296;189.8
9224661;HAWK 1;MHL;900.477.097-6;401;2000;27986;50296;189.8
9224673;HALIL SAHIN;TUR;800.116.249-8;401;2000;27581;48377;187.3
9224685;EMS;CYP;900.149.893-6;401;2000;40605;75253;224.97
9224697;TRAVE;CYP;800.067.129-1;401;2000;40605;75080;224.97
9224702;RHINE;CYP;800.067.129-1;401;2000;40605;75201.5;224.97
9224726;CARNIVAL LEGEND;MLT;800.194.221-5;110;2000;85942;8983;292.5
9224740;MINERAL ANTWERPEN;PAN;800.067.129-1;401;2000;87495;172424;289
9224776;CSK GLORY;HKG;806.004.303-9;401;2000;86848;173044;289
9224855;ALTHEA;MLT;900.477.097-6;119;2000;17697;29815;169.61
9224867;APOLLONIA;MLT;900.477.097-6;401;2000;17697;29944;169.61
9224879;CIC PRIDE;PAN;800.067.129-1;401;2000;87497;171381;289
9224958;CMA CGM MANET;CYP;800.220.366-6;130;2000;26050;30442;195.6
9224984;AVRA;GRC;800.113.951-7;401;2000;40622;75121;225
9225017;KYLA FORTUNE;LBR;806.004.303-9;401;2000;86743;170726.3;288.97
9225055;OCEANIS;BHS;800.116.249-8;401;2000;40570;75211;224.97
9225196;GLORY ROTTERDAM;PAN;800.067.129-1;401;2000;40562;74710;225
9225201;ROSALIA D'AMATO;ITA;800.067.129-1;401;2000;40562;74710;225
9225380;TAI PRIZE;PAN;800.113.951-7;401;2000;38382;73000;225
9225407;ALEXANDRA P;DEU;860.532.426-7;130;2000;32322;52935;210.89
9225433;AS VEGA;MHL;860.005.101-9;130;2000;23722;29098;194.06
9225524;AETOS;GRC;860.532.426-7;401;2000;28085;48893;189.96
9225677;MSC LUISA;PAN;800.249.687-1;130;2000;75590;85927.02;299.99
9225809;NORFOLK;CYP;800.067.129-1;401;2000;85957;164218;288.15
9226009;VALOR;GIB;12.904.400-7;221;2000;12814;19819;164.34
9226152;KAISHUU;LUX;800.116.249-8;643;2000;17370;25900;157.97
9226322;SOLENT;MLT;900.477.097-6;119;2000;24918;32000;188.64
9226384;JESSICA;CCK;806.012.551-2;130;2000;6326;7975;133.21
9226413;CALAIS TRADER;MLT;802.008.802-6;130;2000;25703;33715;208.31
9226425;DANAE C;MLT;900.298.043-0;130;2000;25703;33987;208.33
9226504;ENA;LBR;860.006.765-3;130;2000;25535;33917;199.95
9226633;UNIQUE BRILLIANCE;HKG;860.532.426-7;401;2000;88702;176347;289
9226671;BLUE SAPPHIRE;MHL;900.477.097-6;401;2000;28085;48907;189.96
9226695;PANCALDO;ATG;800.116.249-8;119;2000;6272;7072;117.92
9226700;PANTHERA;ATG;830.506.584-3;119;2000;6274;7000;118
9226748;V GREEN HERON;PHL;860.532.426-7;401;2000;30256;52975.24;190
9226750;CHRYSSA K;CYP;900.477.097-6;401;2000;30256;51535.33;190
9226815;ARKADIA;LBR;811.001.005-3;130;2000;15988;20444;170.15
9226891;WESTERDAM;NLD;806.000.103-4;110;2000;82348;10965;285.22
9226968;AMORE MIO II;LBR;800.067.129-1;200;2000;83616;159885.4;274
9226994;BRUNHILDE SALAMON;MHL;800.067.129-1;401;2000;39126;75940;224.99
9227015;CSCL NINGBO;HKG;806.013.504-0;130;2000;39941;50790;259.8
9227027;SEASPAN DALIAN;HKG;900.298.043-0;130;2000;39941;50789;259.8
9227039;SEASPAN  FELIXSTOWE;HKG;860.006.765-3;130;2000;39941;50720;260
9227273;CAP SAN ANTONIO;LBR;860.005.101-9;130;2000;40085;51060;257.38
9227285;CAP DOUKATO;MHL;860.005.101-9;130;2000;40085;51059;257.35
9227297;SANTA RAFAELA;LBR;860.006.765-3;130;2000;45803;53328;281
9227302;SANTA REBECCA;LBR;800.220.366-6;130;2000;45803;53410;281.04
9227314;CAP RICARDA;LBR;860.005.101-9;130;2000;45803;53452;281
9227326;CAP ROBERTA;LBR;860.005.101-9;130;2000;45803;53462;281.03
9227338;MSC JULIA R.;LBR;800.249.687-1;130;2000;45803;53272;281.04
9227340;MSC VAISHNAVI R.;LBR;800.249.687-1;130;2000;45803;53171;281.08
9227443;SEARACER;MLT;800.182.535-0;200;2000;84598;164214;274
9227455;SEATRIUMPH;MLT;800.256.551-8;200;2000;84598;149953;274.19
9227596;FRIO NAGATO;PAN;806.000.321-3;120;2000;7367;8105;135.03
922761;NOPLAN;GBR;806.013.086-3;516;2000;8.53;0;9.66
9227675;CRETAN WAVE;CYP;800.067.129-1;401;2000;38835;74107;224.97
9227792;ATLANTIC MAZATLAN;SGP;860.532.426-7;401;2000;27986;51628;189.8
9227869;BEAGLE VI;PAN;802.010.775-1;401;2000;11194;18320;148.17
9227871;ST. ROSSA;PAN;800.067.129-1;401;2000;9978;16239;137.03
9228007;YONG LI;HKG;800.067.129-1;401;2000;38641;74382;225
9228021;ACHILLEUS;MLT;800.067.129-1;401;2000;28718;50992;189.99
9228033;ELENI M;MLT;900.149.893-6;401;2000;28718;50992;189.99
9228069;ATLANTIC HAWK;BHS;800.067.129-1;401;2000;38727;74204;225
9228083;BULK BEOTHUK;MHL;900.477.097-6;401;2000;28718;50992;189.99
9228150;PEREGRINE;MHL;800.116.249-8;401;2000;28647;50913;189.99
9228174;ALAMEDA;MLT;800.067.129-1;401;2000;87063;170510;288.97
9228215;ORIENT SUNRISE;HKG;802.019.981-3;401;2000;17431;28514;170
9228227;MOON RIVER;LBR;800.067.129-1;401;2000;17431;28494;170
9228239;CHITOSE;JPN;806.004.303-9;401;2000;85399;171199;288.93
9228265;BRIGHT LAKER;PAN;860.532.426-7;401;2000;18049;30778;185
922830;NAVY;GBR;806.004.474-1;810;2000;11.5;11.5;14.89
9228306;GRAND MARK;PAN;806.004.569-0;171;2000;57350;20669.8;199.41
9228320;HONG KONG;HKG;860.532.426-7;221;2000;20043;13986;174.38
9228344;SERENADE OF THE SEAS;BHS;860.005.101-9;110;2000;90090;11936;266.23
9228356;JEWEL OF THE SEAS;BHS;860.005.101-9;110;2000;90090;11936;266
9228368;XPEDITION;ECU;860.005.101-9;110;2000;2842;0;73.94
9228382;AEOLOS;MHL;860.532.426-7;401;2000;19882;32256;171.8
9228394;ATALANTA;MHL;900.477.097-6;119;2000;19882;32256;171.59
9228540;BOSUN;ATG;800.220.366-6;130;2000;30024;35977.3;207.95
9228576;MARIVIA;LBR;800.250.763-5;130;2000;23652;30369;188.1
9228617;INDUSTRIAL CAPE;ATG;860.532.426-7;119;2000;7252;8033;119.8
9228655;CAPE BATA;MHL;800.182.535-0;200;2000;81310;159996;274.2
9228734;CSL FRONTIER;BHS;800.113.951-7;401;2000;32881;47761;197.1
9229142;KEMPTON;PAN;800.256.551-8;5;2000;5246;4999;99.97
9229161;SYRTOS;PAN;900.261.482-0;200;2000;4730;7114;119.1
9229324;GSL CHRISTEN;PAN;800.235.053-1;130;2000;75201;78299;299.85
9229336;NYK LYRA;PAN;860.006.765-3;130;2000;75201;78299;299
9229348;NYK LIBRA;PAN;860.006.765-3;130;2000;75201;77900;299.8
9229350;ST HELEN;GRC;800.256.551-8;200;2000;57301;105661;243.96
9229386;NORDIC PASSAT;MHL;800.256.551-8;200;2000;84586;164274;274.2
9229623;SCYTHIA GRAECA;CYP;800.113.951-7;401;2000;39035;74133;224
9229635;ADRIATICA GRAECA;CYP;800.067.129-1;401;2000;39035;74133;224.89
9229659;CORAL PRINCESS;BMU;806.000.103-4;110;2000;91627;9627;294
9229673;EQUINOX DAWN;CYM;860.532.426-7;401;2000;30049;52015;189.9
9229685;EQUINOX VOYAGER;CYM;860.532.426-7;401;2000;30049;52998;189.99
9229867;MARTIGNY;CHE;800.116.249-8;401;2000;12578;20035;155.15
9229879;AROSA;CHE;802.010.775-1;401;2000;12578;20001;155.14
9230012;HARBOUR CLEAR;BHS;802.010.775-1;221;2000;11320;16000;138.11
9230050;EXCALIBUR;BEL;800.067.129-1;4;2000;93785;77822.3;277
9230098;MINERVA ASTRA;GRC;800.182.535-0;200;2000;59693;105946;248
9230115;NOORDAM;NLD;806.000.103-4;110;2000;82897;10939;285.43
9230127;MICHAEL S;MLT;900.477.097-6;401;2000;27996;50170;189.8
9230141;GLORY ONE;LBR;806.004.303-9;401;2000;39056;73810;224.89
9230402;ISLAND PRINCESS;BMU;806.000.103-4;110;2000;92822;9650;294
9230488;MSC MICHAELA;PAN;800.249.687-1;130;2000;73819;85797;303.93
9230490;MSC LORETTA;PAN;800.249.687-1;130;2000;73819;88000;304
9230505;YAMUNA SPIRIT;BHS;860.532.426-7;200;2000;81270;159435;274.2
